test_query,rank,split,similar_query,similarity_score
Subsidies are financial assistance given by the government or a governing body to support certain industries or individuals.,3,train,"Food Industry ""Funding Effect""",0.48889136
Subsidies are financial assistance given by the government or a governing body to support certain industries or individuals.,4,train,Food Industry Funded Research Bias,0.45936638
Subsidies are financial assistance given by the government or a governing body to support certain industries or individuals.,5,test,factory farming practices,0.41793013
"Crib death refers to the sudden, unexpected death of an infant during sleep, also commonly known as Sudden Infant Death Syndrome (SIDS).",1,test,crib death,0.76866055
"Crib death refers to the sudden, unexpected death of an infant during sleep, also commonly known as Sudden Infant Death Syndrome (SIDS).",2,train,SIDS,0.56483054
"Crib death refers to the sudden, unexpected death of an infant during sleep, also commonly known as Sudden Infant Death Syndrome (SIDS).",3,val,Cow’s Milk Casomorphin and Crib Death,0.45577446
"Crib death refers to the sudden, unexpected death of an infant during sleep, also commonly known as Sudden Infant Death Syndrome (SIDS).",4,train,Did a Vegan Diet Kill This Baby?,0.42148387
"Crib death refers to the sudden, unexpected death of an infant during sleep, also commonly known as Sudden Infant Death Syndrome (SIDS).",5,train,American Vegans Placing Babies At Risk,0.38562438
Folic acid is being referred to.,1,test,folic acid,0.7933364
Folic acid is being referred to.,2,train,Can Folic Acid Be Harmful?,0.68876994
Folic acid is being referred to.,3,val,folate,0.5668451
Folic acid is being referred to.,4,train,Risk Associated With Iron Supplements,0.50958276
Folic acid is being referred to.,5,train,What are the best sources of vitamin K?,0.4892506
Growth promoters are being sought without any modification to their intended effect.,1,test,growth promoters,0.51740885
Growth promoters are being sought without any modification to their intended effect.,2,train,Estrogenic Chemicals in Meat,0.46511114
Growth promoters are being sought without any modification to their intended effect.,3,val,Anabolic Steroids in Meat,0.43640018
Growth promoters are being sought without any modification to their intended effect.,4,test,Any update on the scary in vitro avocado data?,0.4335857
Growth promoters are being sought without any modification to their intended effect.,5,train,Why Are Eggs Linked to Cancer Progression?,0.42513973
What is the condition of deafness?,1,test,deafness,0.79634196
What is the condition of deafness?,2,test,hearing,0.5931808
What is the condition of deafness?,3,train,ear health,0.58988833
What is the condition of deafness?,4,train,speech impairment,0.55616605
What is the condition of deafness?,5,train,inner ear cancer,0.4346637
The mystery of apthous ulcer is solved.,1,test,Apthous Ulcer Mystery Solved,0.80444896
The mystery of apthous ulcer is solved.,2,train,aphthous ulcers,0.66530585
The mystery of apthous ulcer is solved.,3,train,stomach ulcers,0.57424283
The mystery of apthous ulcer is solved.,4,train,hiatal hernia,0.48838696
The mystery of apthous ulcer is solved.,5,train,abdominal pain,0.48119956
Using diet as a treatment for an enlarged prostate can be effective.,1,test,Treating an Enlarged Prostate With Diet,0.8825098
Using diet as a treatment for an enlarged prostate can be effective.,2,train,Some Prostates Are Larger than Others,0.6721829
Using diet as a treatment for an enlarged prostate can be effective.,3,train,Flaxseeds for Prostate Cancer,0.6496863
Using diet as a treatment for an enlarged prostate can be effective.,4,train,Vegan Men: More Testosterone But Less Cancer,0.6284698
Using diet as a treatment for an enlarged prostate can be effective.,5,train,Flaxseed vs. Prostate Cancer,0.62567234
Inflammatory Bowel Disease is related to Titanium Dioxide.,1,test,Titanium Dioxide & Inflammatory Bowel Disease,0.894993
Inflammatory Bowel Disease is related to Titanium Dioxide.,2,test,Should We Avoid Titanium Dioxide?,0.8128258
Inflammatory Bowel Disease is related to Titanium Dioxide.,3,test,titanium dioxide,0.80105615
Inflammatory Bowel Disease is related to Titanium Dioxide.,4,train,Is titanium dioxide in Daiya cheese harmful as a food additive?,0.680984
Inflammatory Bowel Disease is related to Titanium Dioxide.,5,train,sulfur dioxide,0.5519278
Diet can help prevent cataracts.,1,test,Preventing Cataracts with Diet,0.8930247
Diet can help prevent cataracts.,2,train,cataracts,0.78691447
Diet can help prevent cataracts.,3,train,Preventing Macular Degeneration with Diet,0.7861221
Diet can help prevent cataracts.,4,train,Preserving Vision Through Diet,0.7645831
Diet can help prevent cataracts.,5,train,blindness,0.68176854
Is eggnog a popular holiday drink?,1,test,eggnog,0.6133809
Is eggnog a popular holiday drink?,2,test,Healthiest Airplane Beverage,0.4475257
Is eggnog a popular holiday drink?,3,train,Is Stevia Good For You?,0.42448086
Is eggnog a popular holiday drink?,4,train,"What do you drink, Dr. Greger?",0.41734487
Is eggnog a popular holiday drink?,5,train,American Egg Board,0.40634972
ECMO is an abbreviation for Extracorporeal Membrane Oxygenation.,1,train,extracorporeal membranous oxygenation,0.67766315
ECMO is an abbreviation for Extracorporeal Membrane Oxygenation.,2,test,ECMO,0.508566
ECMO is an abbreviation for Extracorporeal Membrane Oxygenation.,3,train,Dr. Richard Fleming,0.4489534
ECMO is an abbreviation for Extracorporeal Membrane Oxygenation.,4,train,How Do Nuts Prevent Sudden Cardiac Death?,0.44828153
ECMO is an abbreviation for Extracorporeal Membrane Oxygenation.,5,train,China Study on Sudden Cardiac Death,0.4390456
Do artificial colors have negative effects on your health?,1,test,Are Artificial Colors Bad for You?,0.96768886
Do artificial colors have negative effects on your health?,2,val,Are Artificial Colors Harmful?,0.9380535
Do artificial colors have negative effects on your health?,3,train,Does Caramel Color Cause Cancer?,0.7817404
Do artificial colors have negative effects on your health?,4,test,Artificial Food Colors and ADHD,0.75097084
Do artificial colors have negative effects on your health?,5,train,artificial colors,0.747041
Spearmint is a type of herb.,1,test,spearmint,0.78667814
Spearmint is a type of herb.,2,train,peppermint,0.62895316
Spearmint is a type of herb.,3,train,peppermint oil,0.62856543
Spearmint is a type of herb.,4,train,bergamots,0.55933666
Spearmint is a type of herb.,5,train,mint,0.5561496
The neurobiology of artificial sweeteners is being investigated.,1,test,Neurobiology of Artificial Sweeteners,0.9548888
The neurobiology of artificial sweeteners is being investigated.,2,val,A Harmless Artificial Sweetener,0.79353225
The neurobiology of artificial sweeteners is being investigated.,3,train,artificial sweeteners,0.74064153
The neurobiology of artificial sweeteners is being investigated.,4,train,Is Stevia Good For You?,0.7351786
The neurobiology of artificial sweeteners is being investigated.,5,test,The Healthiest Sweetener,0.71500045
It is recommended to have Mercury Testing before pregnancy.,1,test,Mercury Testing Recommended Before Pregnancy,0.94973123
It is recommended to have Mercury Testing before pregnancy.,2,train,Hair Testing for Mercury Before Considering Pregnancy,0.9100344
It is recommended to have Mercury Testing before pregnancy.,3,train,Maternal Mercury Levels,0.8314755
It is recommended to have Mercury Testing before pregnancy.,4,train,Mercury in Vaccinations vs. Tuna,0.7709869
It is recommended to have Mercury Testing before pregnancy.,5,train,Why Pregnant Women Should Avoid Tuna,0.7538593
It is possible to have faith in any scientific study.,1,test,How can you believe in any scientific study?,0.6888359
It is possible to have faith in any scientific study.,2,train,Heart disease: there is a cure,0.38835937
It is possible to have faith in any scientific study.,3,val,Richard Dawkins,0.3820474
It is possible to have faith in any scientific study.,4,val,How the Egg Board Designs Misleading Studies,0.3688417
It is possible to have faith in any scientific study.,5,test,Harvard Physicians’ Study II,0.34036064
Hiroshima is referenced in the query.,1,test,Hiroshima,0.67547643
Hiroshima is referenced in the query.,2,train,Nagasaki,0.6126149
Hiroshima is referenced in the query.,3,train,polonium,0.5371049
Hiroshima is referenced in the query.,4,train,Fukushima,0.52963376
Hiroshima is referenced in the query.,5,test,Chernobyl,0.51576364
Diet can be used to prevent Ulcerative Colitis.,1,test,Preventing Ulcerative Colitis with Diet,0.878501
Diet can be used to prevent Ulcerative Colitis.,2,val,ulcerative colitis,0.75230145
Diet can be used to prevent Ulcerative Colitis.,3,train,colibacillosis,0.60922086
Diet can be used to prevent Ulcerative Colitis.,4,train,inflammatory bowel disease,0.56818664
Diet can be used to prevent Ulcerative Colitis.,5,train,Preventing Crohn’s Disease With Diet,0.561738
Does coffee have an impact on artery function?,1,test,Coffee and Artery Function,0.89247185
Does coffee have an impact on artery function?,2,train,Does caffeine impair endothelial function in our arteries?,0.7800629
Does coffee have an impact on artery function?,3,train,Is Coffee Bad For You?,0.717962
Does coffee have an impact on artery function?,4,val,Coffee and Mortality,0.63321555
Does coffee have an impact on artery function?,5,train,Update on Coffee,0.6145353
The Meat Industry Lawsuit is responsible for the presence of salmonella in chicken.,1,test,Chicken Salmonella Thanks to Meat Industry Lawsuit,0.86301804
The Meat Industry Lawsuit is responsible for the presence of salmonella in chicken.,2,train,Superbugs on Retail Chicken,0.69093245
The Meat Industry Lawsuit is responsible for the presence of salmonella in chicken.,3,train,Why Is Selling Salmonella-Tainted Chicken Legal?,0.68200165
The Meat Industry Lawsuit is responsible for the presence of salmonella in chicken.,4,train,Salmonella in Chicken & Turkey: Deadly But Not Illegal,0.6716846
The Meat Industry Lawsuit is responsible for the presence of salmonella in chicken.,5,train,Supreme Court case: meat industry sues to keep downed animals in food supply,0.65291667
Do multivitamins have any beneficial effects on your health?,1,test,Are Multivitamins Good For You?,0.95225656
Do multivitamins have any beneficial effects on your health?,2,train,Are Multivitamins Just a Waste of Money?,0.909286
Do multivitamins have any beneficial effects on your health?,3,train,Should We Take a Multivitamin?,0.8821243
Do multivitamins have any beneficial effects on your health?,4,train,multivitamins,0.87873036
Do multivitamins have any beneficial effects on your health?,5,val,Is multivitamin use really associated to an increased risk of breast cancer?,0.8547597
Childhood constipation is related to the consumption of cows milk.,1,test,Childhood Constipation and Cow’s Milk,0.87744975
Childhood constipation is related to the consumption of cows milk.,2,train,Formula for Childhood Obesity,0.72758377
Childhood constipation is related to the consumption of cows milk.,3,train,The Acne-Promoting Effects of Milk,0.65771663
Childhood constipation is related to the consumption of cows milk.,4,train,"Cow’s Milk Casomorphin, Crib Death, and Autism",0.64839804
Childhood constipation is related to the consumption of cows milk.,5,train,Cow’s Milk Casomorphin and Autism,0.6406099
The person took an excessive amount of greens and possibly suffered from an overdose.,1,test,Overdosing on Greens,0.65091044
The person took an excessive amount of greens and possibly suffered from an overdose.,2,val,Greens vs. Glaucoma,0.52820593
The person took an excessive amount of greens and possibly suffered from an overdose.,3,train,Liver Toxicity Due to Broccoli Juice?,0.52435786
The person took an excessive amount of greens and possibly suffered from an overdose.,4,train,Using Greens to Improve Athletic Performance,0.5015545
The person took an excessive amount of greens and possibly suffered from an overdose.,5,train,Are Microgreens Healthier?,0.49523723
What is the purpose of folic acid?,1,train,Can Folic Acid Be Harmful?,0.8001323
What is the purpose of folic acid?,2,test,folic acid,0.75825155
What is the purpose of folic acid?,3,train,Risk Associated With Iron Supplements,0.5055064
What is the purpose of folic acid?,4,train,Are Iron Pills Good For You?,0.45454147
What is the purpose of folic acid?,5,val,folate,0.45414162
What is the duration for which a product can be stored without deteriorating in quality or becoming unsafe for consumption?,1,test,shelf life,0.61239177
What is the duration for which a product can be stored without deteriorating in quality or becoming unsafe for consumption?,2,train,The True Shelf-Life of Cooking Oils,0.5043458
What is the duration for which a product can be stored without deteriorating in quality or becoming unsafe for consumption?,3,train,The True Shelf Life of Cooking Oils,0.4963897
What is the duration for which a product can be stored without deteriorating in quality or becoming unsafe for consumption?,4,test,Is Caramel Color Carcinogenic?,0.4293487
